publishedDate,symbol,title,image,site,text,url,cleaned_text,sentiment_score,sentiment_label,news_count_last_24h,average_sentiment_last_24h,news_volatility_impact
2019-04-24 22:28:13,MSFT,Microsoft Corporation (MSFT) CEO Satya Nadella on Q3 2019 Results - Earnings Call Transcript,https://images.financialmodelingprep.com/news/microsoft-corporation-msft-ceo-satya-nadella-on-q3-2019-20190424.jpg,seekingalpha.com,Microsoft Corporation (MSFT) CEO Satya Nadella on Q3 2019 Results - Earnings Call Transcript,https://seekingalpha.com/article/4256516-microsoft-corporation-msft-ceo-satya-nadella-q3-2019-results-earnings-call-transcript?source=feed_sector_transcripts,microsoft corporation msft ceo satya nadella q results earnings call transcript,0.0,neutral,5.0,0.17182,0.38420119989401375
2019-04-25 04:59:33,MSFT,Microsoft Market Cap Touches $1 Trillion,https://images.financialmodelingprep.com/news/microsoft-market-cap-touches-1-trillion-20190425.jpg,feedproxy.google.com,"After reporting strong earnings, Microsoft Corp.’s market capitalization reached $1 trillion. The stock is up about 25% this year.",https://feedproxy.google.com/~r/typepad/RyNm/~3/NlOVGiq2D2U/,reporting strong earnings microsoft corps market capitalization reached trillion stock year,0.5719,positive,6.0,0.23850000000000002,0.3804809903267178
2019-04-25 10:17:00,MSFT,Microsoft hits $1 trillion market cap for the first time as stock jumps on earnings beat,https://images.financialmodelingprep.com/news/microsoft-hits-1-trillion-market-cap-for-the-first-20190425.jpeg,cnbc.com,Microsoft shares jumped to a record and pushed the company past the $1 trillion mark on better-than-expected earnings and revenue.,https://www.cnbc.com/2019/04/25/microsoft-hits-1-trillion-market-cap-for-the-first-time-on-earnings.html,microsoft shares jumped record pushed company past trillion mark betterthanexpected earnings revenue,0.296,positive,7.0,0.2467142857142857,0.3480093026944894
2019-05-17 13:11:00,MSFT,"Microsoft's pullback is your chance to 'get long,' says trader",https://images.financialmodelingprep.com/news/microsofts-pullback-is-your-chance-to-get-long-says-20190517.jpeg,cnbc.com,"Microsoft stock is positioned to head higher after its post-earnings pullback, says TradingAnalysis.com founder Todd Gordon.",https://www.cnbc.com/2019/05/17/microsofts-pullback-is-your-chance-to-get-long-says-trader.html,microsoft stock positioned head higher postearnings pullback says tradinganalysiscom founder todd gordon,0.0,neutral,1.0,0.0,
2019-05-17 13:44:00,MSFT,These 6 Giants Control Half the Global Video Game Market,https://images.financialmodelingprep.com/news/these-6-giants-control-half-the-global-video-game-20190517.jpg,fool.com,"If you're looking to invest in the growing popularity of video games, you might want to start by considering these sector winners.",https://www.fool.com/investing/2019/05/17/these-6-giants-control-half-the-global-video-game.aspx?source=iedfolrf0000001,youre looking invest growing popularity video games might want start considering sector winners,0.802,positive,2.0,0.401,0.5670996385116112
2019-05-18 16:17:00,MSFT,Does an All-Digital Xbox Make Sense?,https://images.financialmodelingprep.com/news/does-an-alldigital-xbox-make-sense-20190518.jpg,fool.com,Microsoft is coming out with a disc-less Xbox One. Is this the future of gaming?,https://www.fool.com/investing/2019/05/18/does-an-all-digital-xbox-make-sense.aspx?source=iedfolrf0000001,microsoft coming discless xbox one future gaming,0.0,neutral,1.0,0.0,
2019-05-20 05:18:14,MSFT,Sony's Deal With Microsoft Blindsided Its Own PlayStation Team,https://images.financialmodelingprep.com/news/sonys-deal-with-microsoft-blindsided-its-own-playstation-team-20190520.jpg,feedproxy.google.com,"When Sony unveiled a cloud gaming pact with archrival Microsoft, it surprised the industry.Perhaps no one was more shocked than employees of PlayStation.
The post Sony's Deal With Microsoft Blindsided Its Own PlayStation Team appeared first on Investor's Business Daily.",https://feedproxy.google.com/~r/BusinessRss/~3/sX805t96t1Q/,sony unveiled cloud gaming pact archrival microsoft surprised industryperhaps one shocked employees playstation post sonys deal microsoft blindsided playstation team appeared first investors business daily,-0.1027,negative,1.0,-0.1027,
2019-05-20 12:00:00,MSFT,"Google unveils new $999 smart glasses for businesses, undercutting Microsoft's HoloLens on price",https://images.financialmodelingprep.com/news/google-unveils-new-999-smart-glasses-for-businesses-undercutting-20190520.png,cnbc.com,"Google announced Google Glass Enterprise Edition 2 on Monday, a new set of smart glasses that's catered toward businesses and costs $999. Google has focused on business use cases after its first model failed among consumers.",https://www.cnbc.com/2019/05/20/google-glass-enterprise-edition-2-announced-price.html,google announced google glass enterprise edition monday new set smart glasses thats catered toward businesses costs google focused business use cases first model failed among consumers,0.25,positive,2.0,0.07365,0.2493965617244953
2019-05-20 12:00:00,MSFT,Microsoft announces Xbox content moderation to cut back on toxic comments,https://images.financialmodelingprep.com/news/microsoft-announces-xbox-content-moderation-to-cut-back-on-20190520.jpeg,cnbc.com,Microsoft on Monday announced new moderation for its Xbox platform in an effort to cut down on toxic content and to make gaming safer for everyone.,https://www.cnbc.com/2019/05/20/microsoft-xbox-moderation-to-cut-back-toxic-content.html,microsoft monday announced new moderation xbox platform effort cut toxic content make gaming safer everyone,0.1779,positive,3.0,0.1084,0.1863384286721341
2019-05-20 12:50:07,MSFT,How Microsoft Is Cleaning Up Its Xbox Live Platform,https://images.financialmodelingprep.com/news/how-microsoft-is-cleaning-up-its-xbox-live-platform-20190520.jpg,feedproxy.google.com,"Gaming is a favorite pastime, not just for many Americans but millions of people across the globe.",https://feedproxy.google.com/~r/typepad/RyNm/~3/btyC3x4tbOU/,gaming favorite pastime many americans millions people across globe,0.4588,positive,4.0,0.196,0.23204104521973407
2019-05-20 22:47:00,MSFT,"Microsoft Brings Augmented Reality to ""Minecraft""",https://images.financialmodelingprep.com/news/microsoft-brings-augmented-reality-to-minecraft-20190520.jpg,fool.com,The popular game goes in a new direction.,https://www.fool.com/investing/2019/05/20/microsoft-brings-augmented-reality-to-minecraft.aspx?source=iedfolrf0000001,popular game goes new direction,0.4215,positive,5.0,0.2411,0.2248384642359932
2019-05-21 07:45:00,MSFT,"Sony, Microsoft Team Up to Chase Google in Cloud Gaming",https://images.financialmodelingprep.com/news/sony-microsoft-team-up-to-chase-google-in-cloud-20190521.jpg,fool.com,The two video game console rivals set aside their differences for the moment and set their sights on Google's Stadia.,https://www.fool.com/investing/2019/05/21/sony-microsoft-team-up-google-cloud-gaming.aspx?source=iedfolrf0000001,two video game console rivals set aside differences moment set sights googles stadia,0.0,neutral,5.0,0.26164,0.18710334844678758
2019-05-21 15:03:00,MSFT,Microsoft is rolling out a Windows 10 update with new security tools,https://images.financialmodelingprep.com/news/microsoft-is-rolling-out-a-windows-10-update-with-20190521.jpeg,cnbc.com,Microsoft is starting to distribute the first of two major Windows 10 updates for 2019. This version has some useful additions.,https://www.cnbc.com/2019/05/21/microsoft-releases-windows-10-may-2019-update.html,microsoft starting distribute first two major windows updates version useful additions,0.4404,positive,3.0,0.2873,0.24898849371005083
2019-05-21 17:41:00,MSFT,Microsoft (MSFT) to Bring Moderation Features to Xbox Live,https://images.financialmodelingprep.com/news/microsoft-msft-to-bring-moderation-features-to-xbox-live-20190521.jpg,zacks.com,Microsoft (MSFT) to roll out moderation features on Xbox Live by end of 2019 to deliver a safe gaming environment.,https://www.zacks.com/stock/news/417633/microsoft-msft-to-bring-moderation-features-to-xbox-live,microsoft msft roll moderation features xbox live end deliver safe gaming environment,0.4404,positive,4.0,0.325575,0.21723278412799485
2019-05-22 07:29:45,MSFT,Cloud Tailwinds Will Push Microsoft Stock to $200,https://images.financialmodelingprep.com/news/cloud-tailwinds-will-push-microsoft-stock-to-200-20190522.jpg,feedproxy.google.com,"Although Microsoft stock sports a rich valuation, the fundamental tailwind of the cloud should continue to support shares.",https://feedproxy.google.com/~r/InvestorPlace/~3/ngt2yottwlQ/,although microsoft stock sports rich valuation fundamental tailwind cloud continue support shares,0.8176,positive,4.0,0.4246,0.33428203660980654
2019-05-22 16:06:00,MSFT,"Huawei executive accused of stealing trade secrets from chipmaker backed by Microsoft, Dell",https://images.financialmodelingprep.com/news/huawei-executive-accused-of-stealing-trade-secrets-from-chipmaker-20190522.jpeg,cnbc.com,"CNEX, backed by Microsoft and Dell, filed new allegations in a Texas suit accusing China's Huawei and an executive of trade secrets theft.",https://www.cnbc.com/2019/05/22/huawei-executive-accusetd-of-stealing-trade-secrets-from-axas-company-backed-by-microsoft-and-dell.html,cnex backed microsoft dell filed new allegations texas suit accusing chinas huawei executive trade secrets theft,-0.1531,negative,3.0,0.36830000000000007,0.4893500076632268
2019-05-23 09:00:22,MSFT,Trade of the Day: Microsoft Stock Is Ready for Another Bearish Reversal,https://images.financialmodelingprep.com/news/trade-of-the-day-microsoft-stock-is-ready-for-20190523.jpg,feedproxy.google.com,"Despite a recent pullback of around 6% from its highs, MSFT stock remains overbought and I still see lower prices for Microsoft ahead.
The post Trade of the Day: Microsoft Stock Is Ready for Another Bearish Reversal appeared first on InvestorPlace.",https://feedproxy.google.com/~r/InvestorPlace/~3/nM8XqIIj2ko/,despite recent pullback around highs msft stock remains overbought still see lower prices microsoft ahead post trade day microsoft stock ready another bearish reversal appeared first investorplace,0.0772,positive,2.0,-0.037950000000000005,0.162846691707262
2019-05-23 12:21:05,MSFT,LinkedIn As A Key To Nadella's Plans For Microsoft,https://images.financialmodelingprep.com/news/linkedin-as-a-key-to-nadellas-plans-for-microsoft-20190523.jpg,seekingalpha.com,MSFT is acting like the lead mega-cap tech horseman.,https://seekingalpha.com/article/4266076-linkedin-key-nadellas-plans-microsoft?source=feed_tag_long_ideas,msft acting like lead megacap tech horseman,0.3612,positive,3.0,0.0951,0.25761682786650414
2019-05-24 09:31:30,MSFT,Microsoft (MSFT) Down 2.3% Since Last Earnings Report: Can It Rebound?,https://images.financialmodelingprep.com/news/microsoft-msft-down-23-since-last-earnings-report-can-20190524.jpg,zacks.com,Microsoft (MSFT) reported earnings 30 days ago. What's next for the stock?,https://www.zacks.com/stock/news/419020/microsoft-msft-down-23-since-last-earnings-report-can-it-rebound,microsoft msft reported earnings days ago whats next stock,0.0,neutral,2.0,0.1806,0.25540696936458107
2019-05-24 09:48:00,MSFT,Microsoft (MSFT) to Purchase 90 MW of Wind Energy From Eneco,https://images.financialmodelingprep.com/news/microsoft-msft-to-purchase-90-mw-of-wind-energy-20190524.jpg,zacks.com,Microsoft (MSFT) enters into agreement with Eneco to buy 90 MW of wind energy generated by the Netherlands-based Borssele III/IV project.,https://www.zacks.com/stock/news/419128/microsoft-msft-to-purchase-90-mw-of-wind-energy-from-eneco,microsoft msft enters agreement eneco buy mw wind energy generated netherlandsbased borssele iiiiv project,0.6486,positive,3.0,0.3366,0.324999015383124
2019-05-24 11:11:18,MSFT,The Real Reason Microsoft Stock Stands Out Among Other Big Tech Names,https://images.financialmodelingprep.com/news/the-real-reason-microsoft-stock-stands-out-among-other-20190524.jpeg,feedproxy.google.com,Microsoft has stayed out of antitrust jail by using its Azure cloud to become a partner with companies across the technology landscape.,https://feedproxy.google.com/~r/InvestorPlace/~3/6d0rWxweUxw/,microsoft stayed antitrust jail using azure cloud become partner companies across technology landscape,0.0,neutral,4.0,0.25244999999999995,0.31423101374625645
2019-05-24 13:33:48,MSFT,Microsoft Stock Takes Aim at $150,https://images.financialmodelingprep.com/news/microsoft-stock-takes-aim-at-150-20190524.jpg,feedproxy.google.com,MSFT stock Version 2.0 continues to demonstrate leadership worth buying.,https://feedproxy.google.com/~r/InvestorPlace/~3/tZ2FLuJNKFk/,msft stock version continues demonstrate leadership worth buying,0.2263,positive,4.0,0.218725,0.30579467376002484
2019-05-24 17:45:16,MSFT,Microsoft Stock Sinks As Market Gains,https://images.financialmodelingprep.com/news/microsoft-stock-sinks-as-market-gains-20190524.jpg,zacks.com,"In the latest trading session, Microsoft (MSFT) closed at $126.04, marking a -0.11% move from the previous day.",https://www.zacks.com/stock/news/419324/microsoft-msft-stock-sinks-as-market-gains-what-you-should-know,latest trading session microsoft msft closed marking move previous day,0.0,neutral,5.0,0.17498,0.2823134995001125
2019-06-20 16:26:43,MSFT,"Google halts tablet production in the face of competition from Microsoft, Apple and others",https://images.financialmodelingprep.com/news/google-halts-tablet-production-in-the-face-of-competition-20190620.jpg,geekwire.com,"Google will stop producing its own tablets, according to a report from Computerworld, pulling back from a competitive and stagnant market that includes more prominent players like Apple and Microsoft.",https://www.geekwire.com/2019/google-halts-tablet-production-face-competition-microsoft-apple-others/,google stop producing tablets according report computerworld pulling back competitive stagnant market includes prominent players like apple microsoft,0.5106,positive,1.0,0.5106,
2019-06-20 21:20:00,MSFT,What E3 Taught Us About the Future of Cloud Gaming,https://images.financialmodelingprep.com/news/what-e3-taught-us-about-the-future-of-cloud-20190620.jpg,fool.com,"Here's what we know about Google, Microsoft, and the fight for cloud gaming's future.",https://www.fool.com/investing/2019/06/20/what-e3-taught-us-about-the-future-of-cloud-gaming.aspx?source=iedfolrf0000001,heres know google microsoft fight cloud gamings future,-0.3818,negative,2.0,0.06440000000000004,0.6310220915308751
2019-06-21 08:50:00,MSFT,"S&P 500 Hits Fresh High, Can it Cross 3,000 in 2019? 5 Picks",https://images.financialmodelingprep.com/news/sp-500-hits-fresh-high-can-it-cross-3000-20190621.jpg,zacks.com,"Buoyed by Fed's strong signal of interest rate cut in 2019, the S&P 500 Index set a fresh all-time high.",https://www.zacks.com/stock/news/432659/sp-500-hits-fresh-high-can-it-cross-3000-in-2019-5-picks,buoyed feds strong signal interest rate cut sp index set fresh alltime high,0.7579,positive,3.0,0.2955666666666667,0.5995069001548968
2019-06-21 11:21:58,MSFT,Microsoft and NASA partner to create space lesson plans,https://images.financialmodelingprep.com/news/microsoft-and-nasa-partner-to-create-space-lesson-plans-20190621.jpg,cnet.com,"Middle and high school students will design in 3D, analyze data, build sensors and much more.",https://www.cnet.com/news/microsoft-and-nasa-partner-to-create-space-lesson-plans/,middle high school students design analyze data build sensors much,0.0,neutral,4.0,0.221675,0.5113175098051439
2019-06-21 13:31:05,MSFT,No Slack for you! Microsoft puts rival app on internal list of ‘prohibited and discouraged’ software,https://images.financialmodelingprep.com/news/no-slack-for-you-microsoft-puts-rival-app-on-20190621.jpg,geekwire.com,"As Slack makes its stock market debut, there’s a major company that won’t be allowing its employees to use the business collaboration and chat app as part of their daily work.",https://www.geekwire.com/2019/no-slack-microsoft-puts-rival-app-internal-list-prohibited-discouraged-software/,slack makes stock market debut theres major company wont allowing employees use business collaboration chat app part daily work,0.0,neutral,5.0,0.17734,0.4537754488731183
2019-06-22 06:59:57,MSFT,"As Dow Surges Near Record, Microsoft Leads The Way",https://images.financialmodelingprep.com/news/as-dow-surges-near-record-microsoft-leads-the-way-20190622.jpg,247wallst.com,"The Dow (DJIA) nearly closed at a record this week. It fell just short but is up 14.54% to 26,791.13.",https://247wallst.com/investing/2019/06/22/as-dow-surges-near-record-microsoft-leads-the-way/,dow djia nearly closed record week fell short,0.0,neutral,4.0,0.189475,0.3789500000000001
2019-06-22 13:18:01,MSFT,Slack vs. Microsoft: Inside the competition to reshape how work gets done,https://images.financialmodelingprep.com/news/slack-vs-microsoft-inside-the-competition-to-reshape-how-20190622.png,geekwire.com,"If you tuned into the news this week, you probably heard one company’s name over and over again.",https://www.geekwire.com/2019/slack-vs-microsoft-whats-stake-competition-reshape-work-gets-done/,tuned news week probably heard one companys name,0.0,neutral,3.0,0.0,0.0
2019-06-22 14:30:50,MSFT,"Geared Up: The insane Apple Mac Pro, 8K Xbox, and xCloud game streaming",https://images.financialmodelingprep.com/news/geared-up-the-insane-apple-mac-pro-8k-xbox-20190622.jpg,geekwire.com,"E3 2019 is in the books, and Microsoft Xbox came out swinging.",https://www.geekwire.com/2019/geared-insane-apple-mac-pro-8k-xbox-xcloud-game-streaming/,e books microsoft xbox came swinging,0.0,neutral,3.0,0.0,0.0
2019-06-23 10:33:00,MSFT,Microsoft's Flight Simulator reveal shocked fanatics who hadn't seen an upgrade in 13 years,https://images.financialmodelingprep.com/news/microsofts-flight-simulator-reveal-shocked-fanatics-who-hadnt-seen-20190623.jpg,cnbc.com,"Developers were caught off-guard by a new version of Microsoft's Flight Simulator, though the company says it still wants contributions from outsiders.",https://www.cnbc.com/2019/06/23/microsoft-flight-simulator-2020-announcement-surprised-fanatics.html,developers caught offguard new version microsofts flight simulator though company says still wants contributions outsiders,0.0,neutral,3.0,0.0,0.0
2019-06-23 16:39:37,MSFT,"5 Lessons From Microsoft’s Antitrust Woes, by People Who Lived It",https://images.financialmodelingprep.com/news/5-lessons-from-microsofts-antitrust-woes-by-people-who-20190623.jpg,nytimes.com,The Microsoft case from the 1990s provides a road map for today’s tech giants and regulators.,https://www.nytimes.com/2019/06/23/technology/antitrust-tech-microsoft-lessons.html,microsoft case provides road map todays tech giants regulators,0.0,neutral,2.0,0.0,0.0
2019-06-24 04:28:03,MSFT,Microsoft’s Strategy to Become the ‘Netflix for Games’,https://images.financialmodelingprep.com/news/microsofts-strategy-to-become-the-netflix-for-games-20190624.jpg,investopedia.com,Microsoft is set to release its xCloud video-game streaming service this fall as it attempts to become the Netflix of gaming.,https://www.investopedia.com/microsoft-s-strategy-to-become-the-netflix-for-games-4691138,microsoft set release xcloud videogame streaming service fall attempts become netflix gaming,0.0,neutral,3.0,0.0,0.0
2019-06-24 07:13:48,MSFT,Microsoft may have foldable Surface that runs Android apps in works,https://images.financialmodelingprep.com/news/microsoft-may-have-foldable-surface-that-runs-android-apps-20190624.jpg,cnet.com,It'll reportedly have a pair of 9-inch screens and come out in early 2020.,https://www.cnet.com/news/microsoft-may-have-foldable-surface-that-runs-android-apps-in-works/,itll reportedly pair inch screens come early,0.0,neutral,4.0,0.0,0.0
2019-06-24 08:46:52,MSFT,Bill Gates says Microsoft losing to Android was his 'greatest mistake',https://images.financialmodelingprep.com/news/bill-gates-says-microsoft-losing-to-android-was-his-20190624.jpg,cnet.com,"Microsoft's co-founder said his company missed out on $400 billion after letting Google create the ""standard non-Apple phone platform.""",https://www.cnet.com/news/bill-gates-says-microsoft-losing-to-android-was-his-greatest-mistake/,microsofts cofounder said company missed billion letting google create standard nonapple phone platform,-0.0258,neutral,5.0,-0.00516,0.01153811076390193
2019-06-24 09:33:30,MSFT,"Monday’s Vital Data: Canopy Growth Corp, Microsoft and Netflix",https://images.financialmodelingprep.com/news/mondays-vital-data-canopy-growth-corp-microsoft-and-netflix-20190624.jpg,investorplace.com,"Options trading was buzzing in Canopy Growth, Microsoft and Netflix. Here are the metrics that matter moving forward.",https://investorplace.com/2019/06/mondays-vital-data-canopy-growth-corp-microsoft-and-netflix/,options trading buzzing canopy growth microsoft netflix metrics matter moving forward,0.4019,positive,6.0,0.06268333333333333,0.1665016806721984
2019-06-24 09:51:46,MSFT,"Microsoft stock gains again, to reach a record intraday high for 5th-straight day",https://images.financialmodelingprep.com/news/microsoft-stock-gains-again-to-reach-a-record-intraday-20190624.jpeg,marketwatch.com,"Shares of Microsoft Corp. MSFT, +0.15% rose 0.4% in morning trading, putting them on track for an 8th-straight gain, as Oppenheimer technical analyst Ari Wald said the software giant was a ""top buy"" given the long-term bullish technical backdrop.",https://www.marketwatch.com/story/microsoft-stock-gains-again-to-reach-a-record-intraday-high-for-5th-straight-day-2019-06-24,shares microsoft corp msft rose morning trading putting track thstraight gain oppenheimer technical analyst ari wald said software giant top buy given longterm bullish technical backdrop,0.7506,positive,7.0,0.16095714285714285,0.3011752527302715
